psv_prov_type,clinical_name,state,source_id,board_name
RNA,CRNA/Nurse Anesthetist,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
RNA,CRNA/Nurse Anesthetist,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
RNA,CRNA/Nurse Anesthetist,IN,IN_PLA,Indiana Professional Licensing Agency
RNA,CRNA/Nurse Anesthetist,KS,KS_GLSUITE,Kansas KDADS Health Occupations Credentialing
RNA,CRNA/Nurse Anesthetist,MA,MA_HEALTH,Massachusetts Health License Verification
RNA,CRNA/Nurse Anesthetist,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
RNA,CRNA/Nurse Anesthetist,MO,MO_NURSING,Missouri State Board of Nursing
RNA,CRNA/Nurse Anesthetist,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
RNA,CRNA/Nurse Anesthetist,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
RNA,CRNA/Nurse Anesthetist,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
RNA,CRNA/Nurse Anesthetist,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
RNA,CRNA/Nurse Anesthetist,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
RNA,CRNA/Nurse Anesthetist,TX,TX_MEDBOARD,Texas Medical Board
RNA,CRNA/Nurse Anesthetist,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
RNA,CRNA/Nurse Anesthetist,WA,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data
RNA,CRNA/Nurse Anesthetist,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
RNA,CRNA/Nurse Anesthetist,WY,WY_PHYSICIAN,Wyoming Board of Medicine — Physician
SH,Speech/Hearing (SLP/AUD),AK,AK_CBP,"Alaska Division of Corporations, Business and Professional Licensing"
SH,Speech/Hearing (SLP/AUD),AL,AL_ABESPA,Alabama Board of Examiners for Speech-Language Pathology and Audiology
SH,Speech/Hearing (SLP/AUD),AZ,AZ_SPEECH_HEAR,"Arizona Department of Health Services - Licensing Services (Speech-Language Pathology, Audiology, Hearing Aid Dispensing)"
SH,Speech/Hearing (SLP/AUD),CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
SH,Speech/Hearing (SLP/AUD),CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
SH,Speech/Hearing (SLP/AUD),FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
SH,Speech/Hearing (SLP/AUD),ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
SH,Speech/Hearing (SLP/AUD),IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
SH,Speech/Hearing (SLP/AUD),IN,IN_PLA,Indiana Professional Licensing Agency
SH,Speech/Hearing (SLP/AUD),LA,LA_SPEECH,Louisiana Board of Examiners for Speech-Language Pathology and Audiology
SH,Speech/Hearing (SLP/AUD),MD,MD_AUDIOLOGY,"Maryland Board of Audiologists, Hearing Aid Dispensers, and Speech-Language Pathologists"
SH,Speech/Hearing (SLP/AUD),ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
SH,Speech/Hearing (SLP/AUD),MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
SH,Speech/Hearing (SLP/AUD),MS,MS_DHPL,Mississippi State Department of Health Professional Licensure
SH,Speech/Hearing (SLP/AUD),NC,NC_SLP_AUD,North Carolina Board of Examiners for Speech-Language Pathologists and Audiologists
SH,Speech/Hearing (SLP/AUD),NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
SH,Speech/Hearing (SLP/AUD),NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
SH,Speech/Hearing (SLP/AUD),NM,NM_RLD,New Mexico Regulation and Licensing Department
SH,Speech/Hearing (SLP/AUD),NV,NV_SPEECH,"Nevada Speech-Language Pathology, Audiology & Hearing Aid Dispensing Board"
SH,Speech/Hearing (SLP/AUD),NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
SH,Speech/Hearing (SLP/AUD),OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
SH,Speech/Hearing (SLP/AUD),OK,OK_SLP_AUD,Oklahoma Board of Examiners for Speech-Language Pathology and Audiology
SH,Speech/Hearing (SLP/AUD),OR,OR_SLP,Oregon Board of Examiners for Speech-Language Pathology and Audiology
SH,Speech/Hearing (SLP/AUD),PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
SH,Speech/Hearing (SLP/AUD),SD,SD_SPEECH,South Dakota Board of Examiners for Speech-Language Pathology
SH,Speech/Hearing (SLP/AUD),VA,VA_DHP,Virginia Department of Health Professions — License Lookup
SH,Speech/Hearing (SLP/AUD),WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
SH,Speech/Hearing (SLP/AUD),WY,WY_SPEECH,Wyoming Board of Examiners of Speech-Language Pathology and Audiology
ST,Speech Therapist,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
ST,Speech Therapist,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
ST,Speech Therapist,NC,NC_SLP_AUD,North Carolina Board of Examiners for Speech-Language Pathologists and Audiologists
ST,Speech Therapist,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
ST,Speech Therapist,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
ST,Speech Therapist,NV,NV_SPEECH,"Nevada Speech-Language Pathology, Audiology & Hearing Aid Dispensing Board"
ST,Speech Therapist,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
ST,Speech Therapist,OK,OK_SLP_AUD,Oklahoma Board of Examiners for Speech-Language Pathology and Audiology
ST,Speech Therapist,OR,OR_SLP,Oregon Board of Examiners for Speech-Language Pathology and Audiology
SW,Social Worker,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
SW,Social Worker,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
SW,Social Worker,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
SW,Social Worker,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
SW,Social Worker,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
SW,Social Worker,IN,IN_PLA,Indiana Professional Licensing Agency
SW,Social Worker,KS,KS_BSRB,Kansas Behavioral Sciences Regulatory Board
SW,Social Worker,LA,LA_SOCIALWORK,Louisiana State Board of Social Work Examiners
SW,Social Worker,MD,MD_SOCIALWORK,Maryland Board of Social Work Examiners
SW,Social Worker,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
SW,Social Worker,MS,MS_SWMFT,Mississippi Board of Examiners for Social Workers and Marriage and Family Therapists
SW,Social Worker,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
SW,Social Worker,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
SW,Social Worker,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
SW,Social Worker,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
SW,Social Worker,OK,OK_SOCIALWORK,Oklahoma State Board of Licensed Social Workers
SW,Social Worker,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
SW,Social Worker,SC,SC_SCLLR_SW,"SC Dept. of Labor, Licensing and Regulation — Telehealth Social Workers Registry"
SW,Social Worker,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
SW,Social Worker,WA,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data
SW,Social Worker,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
SW,Social Worker,WV,WV_SOCIALWORK,West Virginia Board of Social Work
SW,Social Worker,WY,WY_MENTAL_HEALTH,Wyoming Mental Health Professions Licensing Board
