state,psv_prov_type,source_id
WY,OD,WY_OPTOMETRY
WY,OP,WY_OPTOMETRY
WY,OT,WY_OT
WY,PA,WY_PA
WY,PAS,WY_PA
WY,PH,WY_PHYSICIAN
WY,PT,WY_PT
WY,RT,WY_RESP
WY,RRT,WY_RESP
WY,SH,WY_SPEECH
WY,SW,WY_MENTAL_HEALTH
MD,DP,MD_PODIATRY
