state,prov_type,prov_description,source_id,board_name,board_profession_codes,lic_prefix_in_psv,psv_row_count,routing_status
VA,CP,Clinical Psychologist,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT","(none):13, PSYPACT:1",14,CONFIGURED
VA,DC,Doctor of Chiropractic,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):48,48,CONFIGURED
VA,DP,Doctor of Podiatric Medicine,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):20,20,CONFIGURED
VA,DT,Dietitian/Nutritionist,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT","(none):51, PT:1",52,CONFIGURED
VA,GNC,Genetic Counselor,,,,(none):1,1,NOT_CONFIGURED
VA,LC,Licensed Counselor,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT","L:1, (none):1",2,CONFIGURED
VA,LPC,Licensed Professional Counselor,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):21,21,CONFIGURED
VA,MST,MST,,,,(none):1,1,NOT_CONFIGURED
VA,MT,Massage Therapist,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):1,1,CONFIGURED
VA,MW,Midwife,,,,(none):8,8,NOT_CONFIGURED
VA,NP,Nurse Practitioner,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):346,346,CONFIGURED
VA,NPB,Nurse Practitioner (Broadened),VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):5,5,CONFIGURED
VA,NUT,Nutritionist,,,,CNS:1,1,NOT_CONFIGURED
VA,OP,Optometrist (OP),VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):5,5,CONFIGURED
VA,OT,Occupational Therapist,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):40,40,CONFIGURED
VA,PAB,Physician Assistant (Board),,,,(none):1,1,NOT_CONFIGURED
VA,PAS,Physician Assistant,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):19,19,CONFIGURED
VA,PH,Pharmacist,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):616,616,CONFIGURED
VA,PN,Practical Nurse (LPN),VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):83,83,CONFIGURED
VA,PT,Physical Therapist,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",CP:3,3,CONFIGURED
VA,RNA,Registered Nurse Anesthetist,,,,(none):13,13,NOT_CONFIGURED
VA,SH,Speech-Language Pathologist,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):1,1,CONFIGURED
VA,SW,Social Worker,VA_DHP,Virginia Department of Health Professions — License Lookup,"MD,DO,RN,LPN,APRN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT,MT,OD,SLP,AUD,DC,PSYCH,DPM,NA,AT,RRT,ACUP,RD,LMFT",(none):8,8,CONFIGURED
VT,CP,Clinical Psychologist,VT_OPR,Vermont Office of Professional Regulation,"LPC,SW,PSYCH,MFT,AC,DC,OD,PT,OT,RN,RPh,DENT",(none):13,13,CONFIGURED
VT,LPC,Licensed Professional Counselor,VT_OPR,Vermont Office of Professional Regulation,"LPC,SW,PSYCH,MFT,AC,DC,OD,PT,OT,RN,RPh,DENT",(none):2,2,CONFIGURED
VT,NP,Nurse Practitioner,,,,(none):6,6,NOT_CONFIGURED
VT,PAS,Physician Assistant,VT_MEDBOARD,Vermont Board of Medical Practice,"MD,DO,PA",(none):8,8,CONFIGURED
VT,PH,Pharmacist,VT_OPR,Vermont Office of Professional Regulation,"LPC,SW,PSYCH,MFT,AC,DC,OD,PT,OT,RN,RPh,DENT",(none):4,4,CONFIGURED
VT,PN,Practical Nurse (LPN),,,,(none):1,1,NOT_CONFIGURED
VT,PT,Physical Therapist,VT_OPR,Vermont Office of Professional Regulation,"LPC,SW,PSYCH,MFT,AC,DC,OD,PT,OT,RN,RPh,DENT",(none):1,1,CONFIGURED
VT,SW,Social Worker,,,,(none):27,27,NOT_CONFIGURED
WA,ABA,Applied Behavior Analyst,,,,"BA:22, (none):3, AB:1, LL:1, LBA:1",28,NOT_CONFIGURED
WA,AU,Audiologist,,,,"LD:5, AUD:2",7,NOT_CONFIGURED
WA,CP,Clinical Psychologist,,,,"PY:28, (none):9, PSYPACT:2, LH:1, MA:1, LW:1",42,NOT_CONFIGURED
WA,DAC,Drug & Alcohol Counselor,,,,CP:6,6,NOT_CONFIGURED
WA,DP,Doctor of Podiatric Medicine,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data,"RN,LPN,MD,DO,DDS,DMD,PA,PT,OT,RT,PharmD,SW",PO:5,5,CONFIGURED
WA,DT,Dietitian/Nutritionist,,,,"(none):105, DI:49, NU:4, NUTR:1",159,NOT_CONFIGURED
WA,LC,Licensed Counselor,,,,"LP:1, L:1",2,NOT_CONFIGURED
WA,LPC,Licensed Professional Counselor,,,,"LH:119, MC:7, (none):3, MHC:2, CP:2, BA:2, LW:2, SC:1, NT:1, C:1",140,NOT_CONFIGURED
WA,MST,MST,,,,MA:1,1,NOT_CONFIGURED
WA,MT,Massage Therapist,,,,"LF:22, (none):1",23,NOT_CONFIGURED
WA,MW,Midwife,,,,"(none):10, MW:8, RN:4, AP:2",24,NOT_CONFIGURED
WA,ND,Naturopathic Doctor,,,,NT:1,1,NOT_CONFIGURED
WA,NP,Nurse Practitioner,,,,"AP:69, RN:60, CH:1, N:1",131,NOT_CONFIGURED
WA,NPB,Nurse Practitioner (Broadened),,,,"AP:1, RN:1",2,NOT_CONFIGURED
WA,OP,Optometrist (OP),,,,OD:20,20,NOT_CONFIGURED
WA,OT,Occupational Therapist,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data,"RN,LPN,MD,DO,DDS,DMD,PA,PT,OT,RT,PharmD,SW","OT:12, (none):1",13,CONFIGURED
WA,PAS,Physician Assistant,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data,"RN,LPN,MD,DO,DDS,DMD,PA,PT,OT,RT,PharmD,SW",PA:16,16,CONFIGURED
WA,PH,Pharmacist,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data,"RN,LPN,MD,DO,DDS,DMD,PA,PT,OT,RT,PharmD,SW","MD:99, OP:21, IMLC:4, DO:3, (none):2, AP:1",130,CONFIGURED
WA,PM,PM,,,,"PH:5, PC:1",6,NOT_CONFIGURED
WA,PN,Practical Nurse (LPN),WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data,"RN,LPN,MD,DO,DDS,DMD,PA,PT,OT,RT,PharmD,SW","AP:37, RN:31, (none):2, APTP:1",71,CONFIGURED
WA,PT,Physical Therapist,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data,"RN,LPN,MD,DO,DDS,DMD,PA,PT,OT,RT,PharmD,SW","PT:25, (none):3, LL:1, CP:1",30,CONFIGURED
WA,RNA,Registered Nurse Anesthetist,,,,"AP:2, RN:2",4,NOT_CONFIGURED
WA,SH,Speech-Language Pathologist,,,,"LL:27, (none):2",29,NOT_CONFIGURED
WA,SW,Social Worker,,,,"LW:69, SC:9, SA:2, (none):2, MC:1",83,NOT_CONFIGURED
WI,ABA,Applied Behavior Analyst,,,,(none):1,1,NOT_CONFIGURED
WI,CP,Clinical Psychologist,WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):1,1,CONFIGURED
WI,DC,Doctor of Chiropractic,WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):1,1,CONFIGURED
WI,DT,Dietitian/Nutritionist,,,,(none):2,2,NOT_CONFIGURED
WI,LC,Licensed Counselor,WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):8,8,CONFIGURED
WI,LPC,Licensed Professional Counselor,WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):9,9,CONFIGURED
WI,MT,Massage Therapist,WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):1,1,CONFIGURED
WI,MW,Midwife,,,,(none):6,6,NOT_CONFIGURED
WI,NP,Nurse Practitioner,,,,(none):117,117,NOT_CONFIGURED
WI,NPB,Nurse Practitioner (Broadened),,,,(none):3,3,NOT_CONFIGURED
WI,OP,Optometrist (OP),WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):1,1,CONFIGURED
WI,PAB,Physician Assistant (Board),,,,(none):4,4,NOT_CONFIGURED
WI,PAS,Physician Assistant,WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):43,43,CONFIGURED
WI,PH,Pharmacist,WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):170,170,CONFIGURED
WI,PN,Practical Nurse (LPN),WI_DSPS,Wisconsin Department of Safety and Professional Services,"MD,DO,RN,LPN,PT,OT,DC,PA,DDS,RPh,DPM,SLP,AUD,MT,SW,LPC,MFT,PSY,OD",(none):26,26,CONFIGURED
WI,RN,Registered Nurse,,,,(none):1,1,NOT_CONFIGURED
WI,RNA,Registered Nurse Anesthetist,,,,(none):3,3,NOT_CONFIGURED
WI,SW,Social Worker,,,,(none):5,5,NOT_CONFIGURED
WV,ABA,Applied Behavior Analyst,,,,(none):4,4,NOT_CONFIGURED
WV,CP,Clinical Psychologist,WV_PSYCH,West Virginia Board of Examiners of Psychologists,"PSY,MA_PSY",(none):12,12,CONFIGURED
WV,DC,Doctor of Chiropractic,WV_CHIRO,West Virginia Board of Chiropractic,DC,(none):1,1,CONFIGURED
WV,DT,Dietitian/Nutritionist,,,,(none):8,8,NOT_CONFIGURED
WV,LPC,Licensed Professional Counselor,,,,"(none):4, DP:1",5,NOT_CONFIGURED
WV,MW,Midwife,,,,(none):1,1,NOT_CONFIGURED
WV,NP,Nurse Practitioner,,,,"(none):6, TLHT:1, APRN:1",8,NOT_CONFIGURED
WV,OR,OR,,,,(none):1,1,NOT_CONFIGURED
WV,OT,Occupational Therapist,,,,"(none):12, OT:1",13,NOT_CONFIGURED
WV,PAS,Physician Assistant,WV_MEDBOARD_PA,West Virginia Board of Medicine — Physician Assistants,PA,(none):3,3,CONFIGURED
WV,PH,Pharmacist,,,,"(none):6, ITR:1",7,NOT_CONFIGURED
WV,PN,Practical Nurse (LPN),,,,(none):2,2,NOT_CONFIGURED
WV,PT,Physical Therapist,WV_PT,West Virginia Board of Physical Therapy,"PT,PTA","PT:30, (none):2, CP:2",34,CONFIGURED
WV,SH,Speech-Language Pathologist,,,,"P:1, SLP:1",2,NOT_CONFIGURED
WV,SW,Social Worker,WV_SOCIALWORK,West Virginia Board of Social Work,"LCSW,LMSW,LBSW","DP:6, BP:3, TH:1",10,CONFIGURED
WY,AU,Audiologist,WY_SPEECH,Wyoming Board of Examiners of Speech-Language Pathology and Audiology,"SLP,AUD",A:1,1,CONFIGURED
WY,DAC,Drug & Alcohol Counselor,WY_MENTAL_HEALTH,Wyoming Mental Health Professions Licensing Board,"LPC,LMFT,SW,LCSW,DAC","PPC:1, (none):1",2,CONFIGURED
WY,DT,Dietitian/Nutritionist,WY_DIETETICS,Wyoming Dietetics Licensing Board,"LD,DIET",(none):1,1,CONFIGURED
WY,LPC,Licensed Professional Counselor,WY_MENTAL_HEALTH,Wyoming Mental Health Professions Licensing Board,"LPC,LMFT,SW,LCSW,DAC","LPC:5, (none):1",6,CONFIGURED
WY,MT,Massage Therapist,,,,LMFT:1,1,NOT_CONFIGURED
WY,NP,Nurse Practitioner,WY_PHYSICIAN,Wyoming Board of Medicine — Physician,"MD,DO",(none):5,5,CONFIGURED
WY,OP,Optometrist (OP),WY_OPTOMETRY,Wyoming Board of Optometry,OD,(none):1,1,CONFIGURED
WY,PAS,Physician Assistant,WY_PA,Wyoming Board of Medicine — Physician Assistant,PA,"PA:4, PT:1, (none):1",6,CONFIGURED
WY,PH,Pharmacist,,,,"(none):9, TL:6, MED:1",16,NOT_CONFIGURED
WY,PN,Practical Nurse (LPN),WY_PHYSICIAN,Wyoming Board of Medicine — Physician,"MD,DO",(none):1,1,CONFIGURED
WY,RNA,Registered Nurse Anesthetist,WY_PHYSICIAN,Wyoming Board of Medicine — Physician,"MD,DO",(none):2,2,CONFIGURED
WY,SW,Social Worker,WY_MENTAL_HEALTH,Wyoming Mental Health Professions Licensing Board,"LPC,LMFT,SW,LCSW,DAC","LCSW:5, PCSW:2",7,CONFIGURED
