state,prov_type,prov_description,source_id,board_name,board_profession_codes,lic_prefix_in_psv,psv_row_count,routing_status
AK,DT,Dietitian/Nutritionist,,,,(none):3,3,NOT_CONFIGURED
AK,LC,Licensed Counselor,,,,(none):1,1,NOT_CONFIGURED
AK,ND,Naturopathic Doctor,,,,(none):1,1,NOT_CONFIGURED
AK,NP,Nurse Practitioner,,,,(none):5,5,NOT_CONFIGURED
AK,NPB,Nurse Practitioner (Broadened),,,,(none):1,1,NOT_CONFIGURED
AK,PAS,Physician Assistant,,,,(none):2,2,NOT_CONFIGURED
AK,PH,Pharmacist,,,,"(none):1, MEDS:1",2,NOT_CONFIGURED
AK,PN,Practical Nurse (LPN),,,,"S:1, (none):1",2,NOT_CONFIGURED
AK,PT,Physical Therapist,,,,(none):1,1,NOT_CONFIGURED
AK,SH,Speech-Language Pathologist,,,,(none):1,1,NOT_CONFIGURED
AL,ABA,Applied Behavior Analyst,,,,(none):5,5,NOT_CONFIGURED
AL,AU,Audiologist,AL_ABESPA,Alabama Board of Examiners for Speech-Language Pathology and Audiology,"SLP,AUD",(none):3,3,CONFIGURED
AL,CP,Clinical Psychologist,,,,"(none):3, PSYPACT:1",4,NOT_CONFIGURED
AL,DC,Doctor of Chiropractic,,,,(none):1,1,NOT_CONFIGURED
AL,DP,Doctor of Podiatric Medicine,,,,(none):1,1,NOT_CONFIGURED
AL,DT,Dietitian/Nutritionist,,,,(none):12,12,NOT_CONFIGURED
AL,LC,Licensed Counselor,AL_MFT,Alabama Board of Examiners in Marriage and Family Therapy,"MFT,LMFT",L:1,1,CONFIGURED
AL,LPC,Licensed Professional Counselor,AL_MFT,Alabama Board of Examiners in Marriage and Family Therapy,"MFT,LMFT",(none):1,1,CONFIGURED
AL,NP,Nurse Practitioner,,,,(none):17,17,NOT_CONFIGURED
AL,OT,Occupational Therapist,,,,(none):18,18,NOT_CONFIGURED
AL,PAS,Physician Assistant,AL_ALBME,Alabama Board of Medical Examiners and Medical Licensure Commission,"MD,DO,PA","PA:4, (none):1",5,CONFIGURED
AL,PH,Pharmacist,,,,"(none):23, MD:12",35,NOT_CONFIGURED
AL,PN,Practical Nurse (LPN),,,,(none):5,5,NOT_CONFIGURED
AL,PT,Physical Therapist,,,,PTH:1,1,NOT_CONFIGURED
AL,SW,Social Worker,,,,(none):8,8,NOT_CONFIGURED
AR,ABA,Applied Behavior Analyst,,,,(none):16,16,NOT_CONFIGURED
AR,CP,Clinical Psychologist,,,,"(none):2, PSYPACT:1",3,NOT_CONFIGURED
AR,DAC,Drug & Alcohol Counselor,AR_BEADAC,Arkansas Board of Examiners for Alcohol and Drug Abuse Counselors,,(none):2,2,CONFIGURED
AR,DC,Doctor of Chiropractic,,,,(none):49,49,NOT_CONFIGURED
AR,DT,Dietitian/Nutritionist,AR_DIETBOARD,Arkansas Dietetic Licensing Board,,"(none):20, PLD:1",21,CONFIGURED
AR,LC,Licensed Counselor,"IBCLC_COMMISSION,AR_ASBN","International Board of Lactation Consultant Examiners / Arkansas State Board of Nursing",,"R:1, L:1",2,CONFIGURED
AR,LPC,Licensed Professional Counselor,,,,"P:2, (none):1",3,NOT_CONFIGURED
AR,NP,Nurse Practitioner,,,,"(none):45, R:44, A:24, S:1",114,NOT_CONFIGURED
AR,NPB,Nurse Practitioner (Broadened),,,,"A:1, (none):1",2,NOT_CONFIGURED
AR,OP,Optometrist (OP),,,,"(none):4, AR:1",5,NOT_CONFIGURED
AR,OT,Occupational Therapist,,,,OTR:61,61,NOT_CONFIGURED
AR,PAS,Physician Assistant,,,,PA:11,11,NOT_CONFIGURED
AR,PE,Psychology Examiner,AR_APB,Arkansas Psychology Board,"[EX, EI]",(none):3,3,CONFIGURED
AR,PH,Pharmacist,AR_MEDBOARD,Arkansas State Medical Board,,"E:81, C:9, N:4, R:4",98,CONFIGURED
AR,PN,Practical Nurse (LPN),,,,"R:8, (none):7, A:6, S:1",22,NOT_CONFIGURED
AR,PT,Physical Therapist,,,,"PT:125, (none):18",143,NOT_CONFIGURED
AR,RNA,Registered Nurse Anesthetist,,,,"C:2, R:1",3,NOT_CONFIGURED
AR,SH,Speech-Language Pathologist,,,,"(none):2, SP:1",3,NOT_CONFIGURED
AR,SW,Social Worker,,,,(none):32,32,NOT_CONFIGURED
AZ,ABA,Applied Behavior Analyst,,,,"BEH:22, (none):3, BA:1, SLP:1",27,NOT_CONFIGURED
AZ,AU,Audiologist,AZ_SPEECH_HEAR,"Arizona Department of Health Services - Licensing Services (Speech-Language Pathology, Audiology, Hearing Aid Dispensing)","SLP,AUD,HAD",DA:3,3,CONFIGURED
AZ,CP,Clinical Psychologist,AZ_PSYCH,Arizona Board of Psychologist Examiners,PSY,"PSY:15, (none):7, PSYPACT:7, PS:1, LCSW:1",31,CONFIGURED
AZ,DAC,Drug & Alcohol Counselor,,,,"LISAC:3, LIAC:1",4,NOT_CONFIGURED
AZ,DC,Doctor of Chiropractic,AZ_CHIRO,Arizona State Board of Chiropractic Examiners,DC,(none):6,6,CONFIGURED
AZ,DT,Dietitian/Nutritionist,,,,(none):33,33,NOT_CONFIGURED
AZ,LC,Licensed Counselor,,,,"RN:3, (none):1",4,NOT_CONFIGURED
AZ,LPC,Licensed Professional Counselor,,,,"LPC:36, (none):5, LAC:1, OTC:1",43,NOT_CONFIGURED
AZ,MT,Massage Therapist,,,,"LMFT:4, LAMFT:1",5,NOT_CONFIGURED
AZ,MW,Midwife,,,,(none):1,1,NOT_CONFIGURED
AZ,NP,Nurse Practitioner,,,,"(none):150, RN:117, AP:64, TEMP:1, TELE:1, APRN:1",334,NOT_CONFIGURED
AZ,NPB,Nurse Practitioner (Broadened),,,,"AP:2, RN:2, (none):2",6,NOT_CONFIGURED
AZ,NUT,Nutritionist,,,,A:1,1,NOT_CONFIGURED
AZ,OP,Optometrist (OP),AZ_OPTOMETRY,Arizona State Board of Optometry,OD,OPT:1,1,CONFIGURED
AZ,OT,Occupational Therapist,AZ_OT,Arizona State Board of Occupational Therapy Examiners,"OT,OTA",(none):1,1,CONFIGURED
AZ,PAB,Physician Assistant (Board),,,,(none):1,1,NOT_CONFIGURED
AZ,PAS,Physician Assistant,AZ_MEDBOARD,Arizona Medical Board,"MD,PA",(none):24,24,CONFIGURED
AZ,PH,Pharmacist,,,,(none):167,167,NOT_CONFIGURED
AZ,PN,Practical Nurse (LPN),,,,"(none):34, RN:30, AP:12, APRN:1, TELE:1",78,NOT_CONFIGURED
AZ,PT,Physical Therapist,AZ_PT,Arizona Board of Physical Therapy,PT,(none):1,1,CONFIGURED
AZ,RN,Registered Nurse,,,,(none):1,1,NOT_CONFIGURED
AZ,RNA,Registered Nurse Anesthetist,,,,(none):4,4,NOT_CONFIGURED
AZ,SH,Speech-Language Pathologist,AZ_SPEECH_HEAR,"Arizona Department of Health Services - Licensing Services (Speech-Language Pathology, Audiology, Hearing Aid Dispensing)","SLP,AUD,HAD",SLP:2,2,CONFIGURED
AZ,SW,Social Worker,,,,"LCSW:19, (none):5, LMSW:2, LISAC:1, LIAC:1",28,NOT_CONFIGURED
CA,ABA,Applied Behavior Analyst,,,,"(none):160, NOLICENSE:4, A:1",165,NOT_CONFIGURED
CA,AU,Audiologist,,,,"(none):6, AU:5",11,NOT_CONFIGURED
CA,CP,Clinical Psychologist,,,,"(none):75, PSY:12, MFC:2",89,NOT_CONFIGURED
CA,DC,Doctor of Chiropractic,,,,"(none):5, DC:1",6,NOT_CONFIGURED
CA,DP,Doctor of Podiatric Medicine,,,,"(none):12, E:6",18,NOT_CONFIGURED
CA,DT,Dietitian/Nutritionist,,,,"(none):76, L:33, DT:3, ABC:1",113,NOT_CONFIGURED
CA,LC,Licensed Counselor,,,,"(none):11, RN:1, L:1",13,NOT_CONFIGURED
CA,LPC,Licensed Professional Counselor,,,,"(none):9, APCC:2",11,NOT_CONFIGURED
CA,MT,Massage Therapist,,,,"(none):145, LMFT:9",154,NOT_CONFIGURED
CA,MW,Midwife,,,,"(none):10, NMW:1",11,NOT_CONFIGURED
CA,NP,Nurse Practitioner,,,,"(none):279, NP:6, APRN:1",286,NOT_CONFIGURED
CA,NPB,Nurse Practitioner (Broadened),,,,"(none):4, AG:1",5,NOT_CONFIGURED
CA,NPS,Nurse Practitioner (Specialty),,,,(none):1,1,NOT_CONFIGURED
CA,NSA,Nursing Specialist,,,,(none):1,1,NOT_CONFIGURED
CA,OP,Optometrist (OP),,,,(none):1,1,NOT_CONFIGURED
CA,OR,OR,,,,(none):1,1,NOT_CONFIGURED
CA,OT,Occupational Therapist,,,,"(none):2, OT:1, L:1",4,NOT_CONFIGURED
CA,PAB,Physician Assistant (Board),,,,"PA:3, (none):2",5,NOT_CONFIGURED
CA,PAS,Physician Assistant,,,,"(none):51, PA:23",74,NOT_CONFIGURED
CA,PH,Pharmacist,,,,"A:153, (none):57, C:52, G:32, P:1",295,NOT_CONFIGURED
CA,PN,Practical Nurse (LPN),,,,"(none):54, NP:1",55,NOT_CONFIGURED
CA,PT,Physical Therapist,,,,"(none):14, PT:2",16,NOT_CONFIGURED
CA,RNA,Registered Nurse Anesthetist,,,,(none):7,7,NOT_CONFIGURED
CA,SH,Speech-Language Pathologist,,,,(none):4,4,NOT_CONFIGURED
CA,SW,Social Worker,,,,"(none):64, LCSW:2, LW:1, LCS:1",68,NOT_CONFIGURED
CO,ABA,Applied Behavior Analyst,,,,"(none):62, BACB:1, BCBA:1, NO:1",65,NOT_CONFIGURED
CO,AP,Acupuncturist,,,,ACU:7,7,NOT_CONFIGURED
CO,AU,Audiologist,,,,"AUD:41, (none):6",47,NOT_CONFIGURED
CO,CP,Clinical Psychologist,,,,"(none):9, PSY:4, PSYPACT:2, PSYC:1, LPC:1, PS:1",18,NOT_CONFIGURED
CO,DP,Doctor of Podiatric Medicine,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT",POD:2,2,CONFIGURED
CO,DT,Dietitian/Nutritionist,,,,"(none):454, L:18, DT:18, LD:8, NO:2, LDN:1, RN:1, DX:1, DN:1",504,NOT_CONFIGURED
CO,LC,Licensed Counselor,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT","L:2, RN:1",3,CONFIGURED
CO,LPC,Licensed Professional Counselor,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT","LPC:5, NO:1, ACD:1, (none):1",8,CONFIGURED
CO,MT,Massage Therapist,,,,"(none):1, MFT:1, ACD:1",3,NOT_CONFIGURED
CO,NP,Nurse Practitioner,,,,"APN:59, C:54, RN:49, (none):14, RXN:12, CO:1",189,NOT_CONFIGURED
CO,NPB,Nurse Practitioner (Broadened),,,,"APN:2, RN:1",3,NOT_CONFIGURED
CO,NUT,Nutritionist,,,,(none):4,4,NOT_CONFIGURED
CO,PAB,Physician Assistant (Board),,,,PA:5,5,NOT_CONFIGURED
CO,PAS,Physician Assistant,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT","PA:229, (none):9",238,CONFIGURED
CO,PH,Pharmacist,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT","DR:12, (none):7, CDR:7, CDRH:2",28,CONFIGURED
CO,PN,Practical Nurse (LPN),CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT","C:5, APN:3, (none):3, RN:3, RXN:1",15,CONFIGURED
CO,PT,Physical Therapist,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT","CP:3, PTL:1, COS:1",5,CONFIGURED
CO,RFA,Registered Family Advocate,,,,SA:1,1,NOT_CONFIGURED
CO,RNA,Registered Nurse Anesthetist,,,,"C:1, (none):1, APN:1, SRA:1",4,NOT_CONFIGURED
CO,SH,Speech-Language Pathologist,,,,"SLP:17, (none):1",18,NOT_CONFIGURED
CO,SW,Social Worker,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses,"MD,DO,RN,LPN,DDS,DMD,PharmD,PT,OT,PA,SW,LCSW,LPC,MFT","CSW:53, (none):13, LSW:3, ACD:2, LCSW:1, ACC:1, SCW:1",74,CONFIGURED
CT,ABA,Applied Behavior Analyst,,,,(none):40,40,NOT_CONFIGURED
CT,AP,Acupuncturist,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):6,6,CONFIGURED
CT,AU,Audiologist,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):7,7,CONFIGURED
CT,CP,Clinical Psychologist,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT","(none):26, PSYPACT:1",27,CONFIGURED
CT,DAC,Drug & Alcohol Counselor,,,,(none):9,9,NOT_CONFIGURED
CT,DC,Doctor of Chiropractic,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):28,28,CONFIGURED
CT,DN,Dental/Nurse,,,,(none):1,1,NOT_CONFIGURED
CT,DP,Doctor of Podiatric Medicine,,,,(none):6,6,NOT_CONFIGURED
CT,DT,Dietitian/Nutritionist,,,,(none):115,115,NOT_CONFIGURED
CT,GNC,Genetic Counselor,,,,(none):3,3,NOT_CONFIGURED
CT,LC,Licensed Counselor,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT","(none):3, L:2, R:1",6,CONFIGURED
CT,LPC,Licensed Professional Counselor,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT","(none):96, E:1",97,CONFIGURED
CT,MT,Massage Therapist,,,,(none):47,47,NOT_CONFIGURED
CT,MW,Midwife,,,,"(none):11, E:2",13,NOT_CONFIGURED
CT,ND,Naturopathic Doctor,,,,(none):4,4,NOT_CONFIGURED
CT,NP,Nurse Practitioner,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT","(none):221, E:9, R:1",231,CONFIGURED
CT,NPB,Nurse Practitioner (Broadened),CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):10,10,CONFIGURED
CT,NPS,Nurse Practitioner (Specialty),CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):3,3,CONFIGURED
CT,NUT,Nutritionist,,,,(none):8,8,NOT_CONFIGURED
CT,OP,Optometrist (OP),CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):1,1,CONFIGURED
CT,OT,Occupational Therapist,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):2,2,CONFIGURED
CT,PAS,Physician Assistant,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):33,33,CONFIGURED
CT,PH,Pharmacist,,,,(none):292,292,NOT_CONFIGURED
CT,PN,Practical Nurse (LPN),CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT","(none):69, R:3, E:2",74,CONFIGURED
CT,PT,Physical Therapist,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):53,53,CONFIGURED
CT,RNA,Registered Nurse Anesthetist,,,,(none):2,2,NOT_CONFIGURED
CT,SH,Speech-Language Pathologist,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners,"MD,DO,RN,LPN,APRN,DC,OD,PT,PTA,OT,AUD,SLP,PHARM,PA,PSYCH,SW,MFT",(none):33,33,CONFIGURED
CT,ST,Speech Therapist,,,,(none):2,2,NOT_CONFIGURED
CT,SW,Social Worker,,,,(none):224,224,NOT_CONFIGURED
FL,ABA,Applied Behavior Analyst,,,,"(none):270, RBT:13, BCBA:6, BACB:4, MH:2, APRN:1, SS:1, RN:1, PTA:1, T:1, BT:1",301,NOT_CONFIGURED
FL,AP,Acupuncturist,,,,"AP:51, (none):2",53,NOT_CONFIGURED
FL,AU,Audiologist,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY",AY:34,34,CONFIGURED
FL,CP,Clinical Psychologist,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","(none):9, SS:5, PSYPACT:4, PY:1, TPPY:1",20,CONFIGURED
FL,DC,Doctor of Chiropractic,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","CH:380, (none):7",387,CONFIGURED
FL,DP,Doctor of Podiatric Medicine,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","PO:234, P:4, (none):1",239,CONFIGURED
FL,DT,Dietitian/Nutritionist,,,,"(none):34, ND:30, TPND:30, L:3, TPAN:1",98,NOT_CONFIGURED
FL,GNC,Genetic Counselor,,,,"GC:3, TGC:1",4,NOT_CONFIGURED
FL,LC,Licensed Counselor,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","RN:8, (none):3, L:1",12,CONFIGURED
FL,LPC,Licensed Professional Counselor,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","TPMC:14, MH:4, CBHCMS:1, IMH:1, (none):1",21,CONFIGURED
FL,MT,Massage Therapist,,,,"MT:1, TPMF:1",2,NOT_CONFIGURED
FL,MW,Midwife,,,,"APRN:6, MW:4, RN:2, TPMW:1",13,NOT_CONFIGURED
FL,NP,Nurse Practitioner,,,,"RN:255, APRN:233, TPAN:45, (none):20, ARNP:12, R:1, ARPN:1, MR:1, PA:1",569,NOT_CONFIGURED
FL,NPB,Nurse Practitioner (Broadened),,,,"RN:10, APRN:8, AP:1, (none):1",20,NOT_CONFIGURED
FL,OT,Occupational Therapist,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY",OT:1,1,CONFIGURED
FL,PAB,Physician Assistant (Board),,,,PA:13,13,NOT_CONFIGURED
FL,PAS,Physician Assistant,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","PA:322, (none):13, PAT:2, TPPA:1",338,CONFIGURED
FL,PE,PE,,,,SS:1,1,NOT_CONFIGURED
FL,PH,Pharmacist,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","ME:1284, OS:617, ACN:110, (none):18, TPME:11, TPOS:6, PA:1, FP:1, OD:1",2049,CONFIGURED
FL,PN,Practical Nurse (LPN),FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","RN:55, APRN:52, TPAN:2, (none):2, ARNP:1",112,CONFIGURED
FL,PT,Physical Therapist,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","PT:219, (none):5, PTH:1, PTT:1",226,CONFIGURED
FL,RNA,Registered Nurse Anesthetist,,,,"APRN:3, RN:2, ARNP:1, (none):1",7,NOT_CONFIGURED
FL,SH,Speech-Language Pathologist,FL_MQA,Florida Department of Health — Medical Quality Assurance,"MD,DO,DDS,DMD,RN,LPN,RPh,DC,OD,DPM,PA,PT,OT,SW,MFT,MHC,SLP,AUD,PSY","SA:155, SI:8, SZ:6, TPSA:1",170,CONFIGURED
FL,ST,Speech Therapist,,,,"SA:7, SZ:1",8,NOT_CONFIGURED
FL,SW,Social Worker,,,,"TPSW:14, SW:12, CBHCMS:1, (none):1",28,NOT_CONFIGURED
GA,ABA,Applied Behavior Analyst,,,,"(none):109, LBA:1",110,NOT_CONFIGURED
GA,AP,Acupuncturist,,,,(none):6,6,NOT_CONFIGURED
GA,AU,Audiologist,,,,AUD:1,1,NOT_CONFIGURED
GA,CP,Clinical Psychologist,,,,"(none):12, PSY:3, PSYPACT:1, APIT:1, PS:1",18,NOT_CONFIGURED
GA,DAC,Drug & Alcohol Counselor,,,,"(none):1, NO:1",2,NOT_CONFIGURED
GA,DC,Doctor of Chiropractic,,,,CHIRO:1,1,NOT_CONFIGURED
GA,DP,Doctor of Podiatric Medicine,,,,POD:1,1,NOT_CONFIGURED
GA,DT,Dietitian/Nutritionist,,,,"LD:213, (none):11, D:1",225,NOT_CONFIGURED
GA,GNC,Genetic Counselor,,,,(none):1,1,NOT_CONFIGURED
GA,LC,Licensed Counselor,,,,"RN:14, L:10, LC:2",26,NOT_CONFIGURED
GA,LPC,Licensed Professional Counselor,,,,LPC:4,4,NOT_CONFIGURED
GA,MW,Midwife,,,,"RN:3, APRN:1",4,NOT_CONFIGURED
GA,NP,Nurse Practitioner,,,,"RN:168, APRN:60, GAA:23, (none):3, APRNRN:1, G:1, GAANP:1, NP:1",258,NOT_CONFIGURED
GA,NPB,Nurse Practitioner (Broadened),,,,"RN:3, NP:1",4,NOT_CONFIGURED
GA,NSA,Nursing Specialist,,,,(none):2,2,NOT_CONFIGURED
GA,NUT,Nutritionist,,,,"LD:3, RN:1",4,NOT_CONFIGURED
GA,OP,Optometrist (OP),,,,OPT:2,2,NOT_CONFIGURED
GA,OT,Occupational Therapist,,,,"OT:171, (none):2, GA:1",174,NOT_CONFIGURED
GA,PAB,Physician Assistant (Board),,,,(none):1,1,NOT_CONFIGURED
GA,PAS,Physician Assistant,,,,(none):16,16,NOT_CONFIGURED
GA,PC,PC,,,,GO:1,1,NOT_CONFIGURED
GA,PH,Pharmacist,,,,"(none):183, TM:1, FS:1, PSY:1",186,NOT_CONFIGURED
GA,PN,Practical Nurse (LPN),,,,"RN:42, APRN:18, GAA:2, NP:1, GAANP:1",64,NOT_CONFIGURED
GA,PT,Physical Therapist,,,,"PT:175, CP:4, (none):4",183,NOT_CONFIGURED
GA,RNA,Registered Nurse Anesthetist,,,,"RN:5, APRN:4",9,NOT_CONFIGURED
GA,SH,Speech-Language Pathologist,,,,SLP:4,4,NOT_CONFIGURED
GA,SW,Social Worker,,,,"(none):2, CSW:1",3,NOT_CONFIGURED
HI,ABA,Applied Behavior Analyst,,,,BA:1,1,NOT_CONFIGURED
HI,DT,Dietitian/Nutritionist,HI_DIETITIANS,Hawaii Department of Health — Licensed Dietitians,"LD,RD",CDE:1,1,CONFIGURED
HI,PAS,Physician Assistant,,,,AMD:2,2,NOT_CONFIGURED
HI,PH,Pharmacist,,,,"MD:19, (none):3",22,NOT_CONFIGURED
IA,ABA,Applied Behavior Analyst,,,,"(none):7, BA:2",9,NOT_CONFIGURED
IA,AU,Audiologist,,,,(none):2,2,NOT_CONFIGURED
IA,CP,Clinical Psychologist,,,,(none):1,1,NOT_CONFIGURED
IA,DAC,Drug & Alcohol Counselor,,,,(none):1,1,NOT_CONFIGURED
IA,DT,Dietitian/Nutritionist,,,,(none):9,9,NOT_CONFIGURED
IA,LPC,Licensed Professional Counselor,,,,(none):1,1,NOT_CONFIGURED
IA,MW,Midwife,,,,"B:1, (none):1",2,NOT_CONFIGURED
IA,NP,Nurse Practitioner,,,,"A:44, (none):23, H:6, G:2, L:2, D:1, F:1, B:1",80,NOT_CONFIGURED
IA,NPB,Nurse Practitioner (Broadened),,,,"A:1, (none):1, G:1",3,NOT_CONFIGURED
IA,PAS,Physician Assistant,,,,(none):2,2,NOT_CONFIGURED
IA,PH,Pharmacist,,,,"MD:56, DO:13, (none):2, D:1",72,NOT_CONFIGURED
IA,PN,Practical Nurse (LPN),,,,"G:4, (none):2, A:1",7,NOT_CONFIGURED
IA,PT,Physical Therapist,,,,(none):3,3,NOT_CONFIGURED
IA,RNA,Registered Nurse Anesthetist,,,,"D:1, (none):1",2,NOT_CONFIGURED
IA,SH,Speech-Language Pathologist,,,,(none):7,7,NOT_CONFIGURED
IA,SW,Social Worker,,,,(none):2,2,NOT_CONFIGURED
ID,ABA,Applied Behavior Analyst,,,,(none):4,4,NOT_CONFIGURED
ID,AP,Acupuncturist,,,,ACU:2,2,NOT_CONFIGURED
ID,AU,Audiologist,ID_DOPL,Idaho Division of Occupational and Professional Licenses,"MD,DO,RN,LPN,DC,OD,PT,PTA,OT,OTA,PA,PHARM,SW,LPC,AUD,SLP,PSYCH,DIET",AUD:2,2,CONFIGURED
ID,CP,Clinical Psychologist,ID_DOPL,Idaho Division of Occupational and Professional Licenses,"MD,DO,RN,LPN,DC,OD,PT,PTA,OT,OTA,PA,PHARM,SW,LPC,AUD,SLP,PSYCH,DIET","PSY:6, (none):4",10,CONFIGURED
ID,DC,Doctor of Chiropractic,ID_DOPL,Idaho Division of Occupational and Professional Licenses,"MD,DO,RN,LPN,DC,OD,PT,PTA,OT,OTA,PA,PHARM,SW,LPC,AUD,SLP,PSYCH,DIET",CHIA:10,10,CONFIGURED
ID,DP,Doctor of Podiatric Medicine,,,,P:3,3,NOT_CONFIGURED
